time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-09-07T03:27:26.550Z,25.945,63.244,47.9,4.7,mb,40,86.9,,1.14,us,usp000dyx5,2014-11-07T01:27:01.495Z,"20 km ESE of Turbat, Pakistan",earthquake,,,,20,reviewed,us,us
2005-08-03T21:40:44.010Z,26.047,60.232,10,4,mb,11,250.5,,0.78,us,usp000dwkr,2014-11-07T01:26:43.413Z,"19 km S of N?kshahr, Iran",earthquake,,,,1,reviewed,us,us
2005-06-28T22:48:15.760Z,24.741,62.898,10,4.3,mb,12,270.5,,1.11,us,usp000du44,2014-11-07T01:26:18.279Z,"71 km SE of Gwadar, Pakistan",earthquake,,,,2,reviewed,us,us
2005-03-13T03:31:23.080Z,27.095,61.887,54,6,mwb,591,26.6,,0.9,us,usp000dj38,2022-05-02T17:50:07.349Z,"119 km E of Iranshahr, Iran",earthquake,,,,,reviewed,us,us
2005-01-04T01:34:41.610Z,27.08,60.855,55,4.1,mb,11,180.1,,1.11,us,usp000dcgx,2014-11-07T01:24:33.715Z,"21 km SE of Iranshahr, Iran",earthquake,,,,12,reviewed,us,us
2004-09-09T01:27:38.850Z,26.543,63.053,39.2,4.7,mb,49,164.5,,0.84,us,usp000d3y4,2014-11-07T01:23:27.456Z,"60 km N of Turbat, Pakistan",earthquake,,29.8,,27,reviewed,us,us
2004-05-25T16:08:12.200Z,27.992,62.731,57.1,3.8,mb,15,193.3,,0.81,us,usp000cw6t,2014-11-07T01:22:24.153Z,"151 km E of Kh?sh, Iran",earthquake,,49.2,,3,reviewed,us,us
2004-02-10T17:47:32.060Z,26.333,62.639,47.2,4.6,mb,58,185.8,,0.89,us,usp000ckwu,2014-11-07T01:21:20.063Z,"55 km NW of Turbat, Pakistan",earthquake,,,,24,reviewed,us,us
2003-07-23T01:42:38.180Z,27.404,61.262,33,4.4,mb,16,163.1,,0.95,us,usp000c33n,2014-11-07T01:19:16.776Z,"61 km ENE of Iranshahr, Iran",earthquake,,,,3,reviewed,us,us
2003-06-24T06:52:51.810Z,27.362,60.974,61.3,5.6,mwb,306,45.1,,0.87,us,usp000c0u3,2022-05-02T16:38:02.356Z,"33 km ENE of Iranshahr, Iran",earthquake,,,,,reviewed,us,us
2003-05-15T06:34:15.350Z,25.885,62.086,33,4.4,mb,9,198.9,,0.95,us,usp000bx8t,2014-11-07T01:18:37.004Z,"87 km NNW of Gwadar, Pakistan",earthquake,,,,2,reviewed,us,us
2003-01-14T14:13:57.190Z,27.99,62.346,56.7,5.4,mwc,274,,,1.03,us,usp000bnj0,2022-05-02T16:22:29.399Z,"113 km ESE of Kh?sh, Iran",earthquake,,,,,reviewed,us,hrv
2002-12-14T21:23:34.300Z,27.361,62.404,50.3,4.1,mb,11,,,0.72,us,usp000bkqb,2014-11-07T01:17:21.766Z,"150 km SE of Kh?sh, Iran",earthquake,,,,1,reviewed,us,us
2002-06-03T20:17:29.560Z,25.446,63.44,33,4.6,mb,86,,,1,us,usp000b5g1,2014-11-07T01:15:45.614Z,"20 km N of Pasni, Pakistan",earthquake,,,,49,reviewed,us,us
2002-01-30T18:39:03.310Z,27.439,60.835,63.9,4.7,mb,63,,,1.14,us,usp000axfp,2014-11-07T01:14:46.978Z,"30 km NNE of Iranshahr, Iran",earthquake,,12.9,,33,reviewed,us,us
2002-01-18T18:26:16.080Z,27.406,60.857,33,4.1,mb,22,,,1.37,us,usp000awqm,2014-11-07T01:14:42.656Z,"28 km NE of Iranshahr, Iran",earthquake,,,,6,reviewed,us,us
2001-08-04T14:07:47.070Z,24.984,61.514,33,4.5,mb,45,,,0.88,us,usp000aku4,2014-11-07T01:13:29.475Z,"24 km WSW of Jiwani, Pakistan",earthquake,,,,26,reviewed,us,us
2001-04-13T11:30:40.390Z,27.575,60.94,33,4.5,mb,38,,,0.99,us,usp000ad5b,2014-11-07T01:12:34.463Z,"48 km NNE of Iranshahr, Iran",earthquake,,,,19,reviewed,us,us
2000-04-16T06:30:10.770Z,27.07,61.711,33,3.9,mb,,,,0.87,us,usp0009rc1,2014-11-07T01:09:54.185Z,"102 km E of Iranshahr, Iran",earthquake,,,,5,reviewed,us,us
1999-11-01T07:52:40.100Z,27.389,60.85,33,3.8,mb,,,,1.08,us,usp0009gxr,2014-11-07T01:08:50.454Z,"26 km NE of Iranshahr, Iran",earthquake,,,,1,reviewed,us,us
1999-06-03T17:57:43.850Z,24.777,60.784,10,4.5,mb,,,,1.06,us,usp000998a,2014-11-07T01:07:50.586Z,"58 km SSE of Chabahar, Iran",earthquake,,,,16,reviewed,us,us
